tracking_id,num_points,bbox_area,point_density,avg_segment_distance,num_stops,street_length_total,intersection_count,street_density_km,edge_density_km,circuity_avg,intersection_density_km,node_density_km,cluster,pca1,pca2
59,72,0.0018134390676605,39681.68525649823,104.0938263415007,72,1294.0415581489676,15.0,360.5477036972314,721.0954073944625,1.0130292631233164,4.179321383769568,5.851049937277395,0,-2.5904003436990206,-1.6648890701159504
65,154,0.0062071454405824,24806.11987491575,103.03963168769458,154,15229.619805373926,63.0,878.6786088206383,1721.0508123372867,1.0427200564871055,3.634808554850924,4.557934537035286,0,-2.5685108257014897,-1.188887190367572
78,237,0.0462571699801087,5123.419281435282,153.7827227560113,237,178054.57450876728,482.0,2284.233969223948,4550.9497795891,1.0949804834074814,6.183501750536212,7.864080027134228,2,-1.9960383598659732,2.4682686421218163
87,14,0.0020024027640971,6988.110554149822,508.6022378300535,14,8474.94643842586,35.0,2627.008569799753,5173.0472022503245,1.0545838619293215,10.8490715087126,14.87872664052014,0,-1.3871588900415397,-1.3142766388055802
172,253,0.0008309761030661,304095.27276996075,50.29053552445189,253,6552.387616229846,26.0,1869.21022666649,3738.42045333298,1.0483762316360767,7.417062106178055,12.26667963714063,0,-1.8526300633938872,-1.3950300245787235
438,171,0.0007832591653728,218040.16777885027,79.50718942229888,171,11969.455724049803,48.0,3191.545668946389,6180.197020343835,1.054413434151486,12.79876008076282,14.931886760889956,0,-1.090569334941149,-1.2236787952872696
712,158,0.0028163037018443,56081.9906979029,120.70706172056876,158,41990.45108073967,267.0,6226.981863530001,12019.463343193873,1.06383122212867,39.5948153632748,50.716954510262106,1,2.0037543233108464,-0.20019541825590564
732,87,0.0026179710862528,33219.1525353858,113.99488240191094,87,20947.93116268291,51.0,2097.0166189523866,4194.033237904773,1.051501926346278,5.105413357338642,6.406793232738687,0,-1.9979134075345815,-1.0932747873567017
750,97,0.0011849417608805,81791.53749335532,111.54181328551384,97,8810.87778901573,50.0,1583.2212416168916,3004.588901776264,1.0705464340973507,8.984469422505486,10.242295141656252,0,-2.104198403597515,-1.203744594596947
764,63,0.0025688032256058,24515.49572833442,158.8839797019868,63,15388.048225358883,39.0,3395.497055725129,6705.212561282599,1.042019644600584,8.605664814271247,10.370929391557656,0,-1.185656513705791,-1.2331561049271473
932,221,0.0241840088479848,9137.892046643366,158.88891924791977,221,241881.9262178525,901.0,2726.8561407749094,5371.817035557401,1.0761791875334903,10.157424414693027,13.189996187781182,2,-1.336301817574668,4.503531741746433
1108,175,0.0114680638015828,15258.438092902432,143.77608752929723,175,165025.16314687248,623.0,3140.755920394821,6203.514668549884,1.08196770059794,11.856924732530135,15.739449043021548,2,-1.125826727698511,2.6684842686320693
1128,152,0.0024635484723345,61674.58327813559,77.3420449916072,152,12314.157693030942,53.0,1090.8108948352576,2181.6217896705166,1.1379462881853168,4.694838158438335,6.466475199358462,0,-2.886466259893579,-0.8428464371192503
1231,20,0.0082522646737363,2423.2834872779868,637.9023288673147,20,1628.3458572745942,10.0,456.81104823269845,913.6220964653972,1.0984772841505122,2.805368688672045,5.330200508476885,0,-3.0536487869215514,-1.2940916850934836
1242,146,0.0009457613492693,154209.9285238751,71.52567825145984,146,9945.267512318178,19.0,2010.9630972535745,3986.320492234143,1.0670479091786709,3.8418573256569752,4.85287241135618,0,-2.207409112578571,-1.2621576198983189
1245,137,0.0070453157303535,19442.78474633804,129.32783405774947,137,89543.53430470209,501.0,3685.284205506197,7248.041110855787,1.0938317228578311,20.61932669170566,26.99855950051679,3,-0.38824501971334663,1.3263963869350526
